A_FT_01_sila;A_FT_01_pomik;;A_FT_02_sila;A_FT_02_pomik;;A_FT_03_sila;A_FT_03_pomik
11,868533;17,52;;12,006023;18,85;;10,636474;15,395
11,885705;17,535;;12,01526;18,86;;10,6464;15,405
11,892216;17,555;;12,020545;18,87;;10,646936;15,415
11,912314;17,57;;11,965781;18,87;;10,652528;15,43
11,915041;17,585;;11,996587;18,875;;10,665533;15,44
11,941435;17,61;;11,998119;18,875;;10,670818;15,45
11,961794;17,64;;11,989586;18,88;;10,674035;15,46
11,984588;17,67;;11,997659;18,88;;10,676777;15,47
12,002894;17,7;;12,004032;18,89;;10,68626;15,48
12,019791;17,725;;12,018048;18,895;;10,689155;15,49
12,041421;17,75;;12,018186;18,905;;10,697274;15,495
12,047793;17,775;;12,099835;19,005;;10,697933;15,505
12,071399;17,8;;12,129829;19,055;;10,706772;15,515
12,085937;17,825;;12,172691;19,1;;10,705944;15,52
12,09859;17,85;;12,201996;19,15;;10,715978;15,53
12,108455;17,87;;12,245915;19,195;;10,725307;15,545
12,128569;17,895;;12,256316;19,225;;10,736291;15,555
12,139047;17,915;;12,278666;19,255;;10,74248;15,57
12,159283;17,935;;12,291611;19,28;;10,752667;15,585
12,164124;17,955;;12,312643;19,305;;10,757997;15,595
12,181005;17,975;;12,322738;19,33;;10,769624;15,61
12,188021;17,995;;12,344736;19,36;;10,774143;15,62
12,205178;18,015;;12,354877;19,385;;10,793522;15,64
12,214216;18,03;;12,376676;19,41;;10,8021;15,655
12,224526;18,05;;12,388961;19,43;;10,814233;15,67
12,233012;18,065;;12,402672;19,455;;10,822704;15,685
12,244532;18,08;;12,409657;19,48;;10,83358;15,7
12,25236;18,1;;12,435607;19,51;;10,837823;15,715
12,257507;18,115;;12,46963;19,545;;10,845912;15,73
12,267372;18,13;;12,490969;19,585;;10,864708;15,75
12,279627;18,145;;12,511757;19,62;;10,876932;15,77
12,287225;18,155;;12,524823;19,655;;10,88741;15,785
12,291867;18,17;;12,549916;19,685;;10,894579;15,805
12,301395;18,185;;12,563656;19,715;;10,913513;15,825
12,307461;18,195;;12,585578;19,745;;10,924803;15,84
12,311123;18,21;;12,592931;19,775;;10,933811;15,855
12,314983;18,225;;12,618635;19,8;;10,947353;15,875
12,326947;18,235;;12,625713;19,825;;10,959163;15,895
12,332584;18,245;;12,638504;19,845;;10,968217;15,91
12,336736;18,26;;12,642962;19,865;;10,983826;15,925
12,335326;18,27;;12,656657;19,885;;10,985818;15,945
12,346662;18,28;;12,657775;19,9;;11,000478;15,96
12,350798;18,29;;12,664745;19,91;;11,008689;15,975
12,358718;18,3;;12,665541;19,925;;11,019504;15,99
12,359989;18,31;;12,666598;19,935;;11,022368;16
12,364141;18,32;;12,669019;19,94;;11,030595;16,015
12,366071;18,33;;12,671026;19,95;;11,035604;16,025
12,366056;18,335;;12,667533;19,955;;11,051122;16,04
12,374741;18,345;;12,667181;19,96;;11,057494;16,055
12,37638;18,355;;12,669019;19,965;;11,071787;16,07
12,384162;18,36;;12,665373;19,97;;11,083199;16,09
12,387961;18,37;;12,673186;19,98;;11,089357;16,105
12,391485;18,38;;12,669754;19,985;;11,089725;16,12
12,395636;18,385;;12,673461;19,99;;11,091364;16,13
12,400982;18,395;;12,669371;20;;11,104431;16,14
12,401794;18,4;;12,67723;20,005;;11,137428;16,165
12,410832;18,41;;12,67294;20,01;;11,163056;16,21
12,416225;18,425;;12,67582;20,015;;11,192391;16,25
12,423669;18,435;;12,678731;20,02;;11,220134;16,29
12,42488;18,445;;12,68158;20,025;;11,249561;16,325
12,440398;18,46;;12,679344;20,03;;11,27116;16,365
12,44507;18,47;;12,680784;20,04;;11,294858;16,4
12,458106;18,48;;12,680447;20,045;;11,320716;16,43
12,460787;18,5;;12,67726;20,05;;11,333354;16,46
12,485327;18,52;;12,681795;20,055;;11,360315;16,495
12,492757;18,54;;12,684246;20,06;;11,385362;16,525
12,510037;18,56;;12,680676;20,065;;11,405031;16,56
12,519825;18,58;;12,676111;20,07;;11,414176;16,59
12,53689;18,6;;12,683893;20,07;;11,440724;16,615
12,55345;18,625;;12,69837;20,08;;11,456946;16,645
12,570622;18,655;;12,702184;20,09;;11,477075;16,67
12,59648;18,68;;12,701924;20,1;;11,489299;16,695
12,61615;18,71;;12,709782;20,11;;11,505905;16,72
12,631499;18,735;;12,709047;20,12;;11,516536;16,74
12,651536;18,76;;12,726694;20,135;;11,528745;16,755
12,662182;18,78;;12,732668;20,145;;11,537538;16,775
12,683659;18,805;;12,74114;20,16;;11,553883;16,795
12,69717;18,825;;12,749136;20,175;;11,561481;16,81
12,711585;18,85;;12,759262;20,19;;11,571423;16,83
12,727134;18,87;;12,771593;20,21;;11,589147;16,855
12,741717;18,895;;12,786422;20,23;;11,616951;16,885
12,754233;18,915;;12,797084;20,25;;11,629114;16,915
12,762336;18,935;;12,807761;20,27;;11,65226;16,94
12,775281;18,955;;12,823754;20,29;;11,66401;16,96
12,780964;18,975;;12,831658;20,315;;11,676694;16,985
12,798519;18,995;;12,84955;20,335;;11,683878;17
12,810897;19,01;;12,862525;20,36;;11,689822;17,015
12,818909;19,03;;12,877385;20,38;;11,69696;17,03
12,826216;19,045;;12,887357;20,405;;11,705524;17,04
12,842009;19,065;;12,909585;20,43;;11,70223;17,05
12,84541;19,08;;12,922514;20,45;;11,708587;17,055
12,864895;19,095;;12,939824;20,475;;11,759354;17,105
12,870533;19,115;;12,951466;20,495;;11,797252;17,155
12,877733;19,13;;12,969986;20,515;;11,827874;17,205
12,881378;19,145;;12,98696;20,545;;11,858696;17,245
12,894721;19,155;;13,006322;20,57;;11,883665;17,28
12,898735;19,17;;13,022882;20,6;;11,904483;17,315
12,900649;19,185;;13,036975;20,625;;11,921227;17,345
12,913012;19,2;;13,05208;20,645;;11,936055;17,37
12,920732;19,21;;13,066786;20,67;;11,964395;17,41
12,926278;19,225;;13,079332;20,695;;11,989594;17,445
12,935806;19,235;;13,093563;20,72;;12,006185;17,475
12,939054;19,245;;13,104929;20,74;;12,009585;17,495
12,944721;19,26;;13,113891;20,765;;12,026712;17,515
12,951446;19,27;;13,12826;20,785;;12,028336;17,525
12,947571;19,28;;13,13883;20,805;;12,033176;17,535
12,961067;19,295;;13,153337;20,825;;12,027325;17,54
12,962966;19,305;;13,158637;20,845;;12,003718;17,545
12,973582;19,315;;13,175043;20,865;;12,008176;17,575
12,976646;19,33;;13,181646;20,885;;12,004239;17,585
12,995365;19,345;;13,194161;20,9;;12,01219;17,59
12,995488;19,36;;13,198343;20,92;;12,01271;17,595
13,004725;19,375;;13,212559;20,935;;12,01582;17,6
13,013978;19,385;;13,221045;20,95;;12,01582;17,605
13,027688;19,4;;13,228996;20,97;;12,016111;17,61
13,030338;19,415;;13,237881;20,985;;12,020309;17,615
13,045044;19,43;;13,251637;21;;12,023602;17,62
13,049869;19,445;;13,261303;21,025;;12,036163;17,63
13,060271;19,465;;13,273374;21,04;;12,042904;17,64
13,075957;19,48;;13,284802;21,06;;12,04848;17,65
13,086665;19,5;;13,29574;21,08;;12,040621;17,655
13,093053;19,515;;13,304502;21,095;;12,040759;17,655
13,074824;19,525;;13,308362;21,115;;12,035168;17,66
13,104511;19,535;;13,323191;21,13;;12,044941;17,665
13,116368;19,55;;13,326438;21,145;;12,053719;17,67
13,120519;19,565;;13,342018;21,165;;12,061746;17,68
13,133387;19,58;;13,348298;21,18;;12,061761;17,685
13,15707;19,615;;13,356233;21,19;;12,069604;17,695
13,17582;19,645;;13,331003;21,195;;12,072591;17,705
13,199396;19,675;;13,333761;21,2;;12,086578;17,715
13,215266;19,705;;13,325443;21,2;;12,087543;17,725
13,240573;19,73;;13,345081;21,205;;12,102432;17,74
13,25125;19,755;;13,344637;21,215;;12,117246;17,76
13,273784;19,78;;13,350045;21,22;;12,135414;17,78
13,287448;19,805;;13,352618;21,23;;12,147224;17,8
13,304406;19,825;;13,359144;21,235;;12,16121;17,82
13,308128;19,84;;13,35968;21,245;;12,175886;17,84
13,324856;19,865;;13,365486;21,26;;12,188447;17,855
13,332975;19,885;;13,377297;21,27;;12,193625;17,87
13,3541;19,91;;13,385002;21,28;;12,207565;17,885
13,36179;19,93;;13,389291;21,295;;12,232611;17,905
13,377522;19,95;;13,396292;21,305;;12,256141;17,945
13,386101;19,97;;13,410446;21,32;;12,282811;17,98
13,401266;19,985;;13,414353;21,335;;12,31256;18,015
13,410749;20,005;;13,424632;21,35;;12,329211;18,045
13,422345;20,025;;13,434114;21,365;;12,357842;18,085
13,431398;20,04;;13,448651;21,38;;12,378538;18,115
13,456092;20,07;;13,454871;21,4;;12,398529;18,145
13,477998;20,105;;13,469699;21,415;;12,418611;18,175
13,502707;20,135;;13,477956;21,435;;12,428415;18,205
13,518164;20,165;;13,499893;21,455;;12,4534;18,23
13,545937;20,195;;13,519332;21,485;;12,465855;18,255
13,564074;20,225;;13,545711;21,52;;12,488036;18,28
13,5778;20,255;;13,569823;21,555;;12,496599;18,305
13,599384;20,28;;13,586413;21,585;;12,521063;18,33
13,601023;20,3;;13,615948;21,615;;12,53338;18,355
13,623403;20,32;;13,637118;21,645;;12,551563;18,375
13,633973;20,34;;13,655746;21,675;;12,557644;18,4
13,646902;20,36;;13,670314;21,705;;12,578723;18,42
13,652203;20,375;;13,699772;21,74;;12,5894;18,44
13,66311;20,39;;13,722612;21,77;;12,605715;18,46
13,664105;20,405;;13,743491;21,805;;12,613818;18,48
13,676008;20,42;;13,754797;21,835;;12,629811;18,5
13,678995;20,435;;13,780348;21,865;;12,631986;18,515
13,688906;20,445;;13,787962;21,885;;12,650185;18,535
13,688891;20,455;;13,810986;21,915;;12,654965;18,55
13,694911;20,465;;13,824053;21,94;;12,668047;18,565
13,694023;20,475;;13,845269;21,965;;12,674373;18,575
13,698864;20,48;;13,858413;21,99;;12,673224;18,59
13,69871;20,49;;13,866149;22,015;;12,680669;18,6
13,695202;20,495;;13,880349;22,04;;12,690535;18,61
13,700855;20,5;;13,898395;22,06;;12,693139;18,62
13,703827;20,505;;13,907034;22,08;;12,699665;18,625
13,704164;20,535;;13,918922;22,095;;12,701196;18,635
13,710537;20,545;;13,926122;22,115;;12,71244;18,65
13,710659;20,55;;13,925846;22,13;;12,72396;18,665
13,713248;20,555;;13,940169;22,145;;12,731574;18,675
13,713631;20,56;;13,946848;22,16;;12,74006;18,69
13,715883;20,565;;13,951428;22,17;;12,747367;18,705
13,712819;20,57;;13,949146;22,185;;12,752744;18,715
13,719207;20,575;;13,961048;22,195;;12,760863;18,73
13,716113;20,575;;13,958521;22,205;;12,76575;18,74
13,73186;20,595;;13,969443;22,215;;12,777377;18,75
13,741312;20,61;;13,966624;22,225;;12,776534;18,765
13,753291;20,63;;13,976199;22,235;;12,790535;18,775
13,765485;20,65;;13,97528;22,245;;12,795575;18,785
13,782473;20,67;;13,983031;22,255;;12,801013;18,795
13,78831;20,685;;13,982924;22,265;;12,800707;18,805
13,813279;20,71;;13,988867;22,275;;12,811553;18,815
13,824217;20,73;;13,990353;22,285;;12,812135;18,82
13,849616;20,755;;13,995102;22,29;;12,821541;18,83
13,861488;20,78;;13,993846;22,3;;12,81981;18,84
13,884649;20,8;;13,997002;22,31;;12,830793;18,85
13,89571;20,825;;14,000264;22,315;;12,83136;18,855
13,915149;20,845;;13,998625;22,325;;12,83856;18,865
13,933133;20,865;;14,006851;22,33;;12,839831;18,87
13,947993;20,89;;14,002195;22,34;;12,845668;18,88
13,961396;20,91;;14,012412;22,35;;12,8489;18,885
13,971874;20,925;;14,007985;22,355;;12,852592;18,895
13,986259;20,945;;14,017314;22,365;;12,852423;18,9
13,994378;20,965;;14,01376;22,37;;12,850416;18,905
14,012684;20,985;;14,032985;22,38;;12,859087;18,915
14,020052;21;;14,030105;22,395;;12,875018;18,925
14,032108;21,02;;14,04403;22,405;;12,879063;18,935
14,037914;21,035;;14,04619;22,42;;12,889724;18,95
14,055438;21,055;;14,056193;22,43;;12,895224;18,96
14,06368;21,07;;14,060084;22,445;;12,904185;18,975
14,079596;21,09;;14,079064;22,46;;12,911538;18,985
14,086627;21,11;;14,08343;22,48;;12,9205;19
14,107292;21,13;;14,091089;22,495;;12,933643;19,015
14,120849;21,15;;14,104325;22,51;;12,940552;19,03
14,125675;21,165;;14,116212;22,525;;12,951627;19,045
14,137057;21,185;;14,129647;22,545;;12,951949;19,055
14,155087;21,2;;14,139129;22,565;;12,972446;19,075
14,165289;21,22;;14,151399;22,585;;12,979002;19,09
14,17327;21,235;;14,162199;22,605;;12,993141;19,105
14,182645;21,25;;14,172279;22,62;;12,995393;19,12
14,23453;21,355;;14,181056;22,645;;13,011463;19,135
14,293139;21,425;;14,19515;22,665;;13,02698;19,155
14,352714;21,5;;14,208109;22,685;;13,04112;19,175
14,407111;21,565;;14,224715;22,7;;13,043647;19,19
14,462917;21,63;;14,231486;22,72;;13,063608;19,21
14,500739;21,69;;14,253943;22,74;;13,052593;19,22
14,525892;21,72;;14,257298;22,765;;13,072217;19,23
14,541747;21,755;;14,278315;22,785;;13,071389;19,24
14,56471;21,785;;14,287552;22,805;;13,081791;19,25
14,58055;21,81;;14,292286;22,825;;13,084947;19,26
14,596297;21,835;;14,313824;22,845;;13,092575;19,27
14,6029;21,855;;14,32447;22,865;;13,10627;19,29
14,615936;21,875;;14,342286;22,89;;13,119031;19,305
14,615063;21,89;;14,350788;22,91;;13,124745;19,32
14,610927;21,895;;14,368206;22,93;;13,137582;19,335
14,593326;21,9;;14,372862;22,95;;13,146926;19,355
14,578206;21,9;;14,388166;22,97;;13,169077;19,38
14,564542;21,955;;14,397372;22,99;;13,182466;19,405
14,586631;21,98;;14,410347;23,01;;13,195379;19,425
14,612489;22,01;;14,412936;23,03;;13,217684;19,45
14,633936;22,04;;14,432131;23,045;;13,234212;19,475
14,653314;22,065;;14,441521;23,065;;13,257374;19,505
14,677073;22,095;;14,442884;23,08;;13,270135;19,53
14,699668;22,125;;14,459321;23,1;;13,29057;19,555
14,729908;22,16;;14,468084;23,115;;13,301309;19,58
14,749332;22,185;;14,477367;23,13;;13,320564;19,605
14,758324;22,21;;14,478409;23,145;;13,32997;19,625
14,780276;22,235;;14,502903;23,165;;13,352182;19,65
14,791167;22,255;;14,508219;23,19;;13,360761;19,67
14,816152;22,28;;14,529328;23,215;;13,377688;19,69
14,821544;22,295;;14,543621;23,24;;13,382023;19,71
14,83383;22,31;;14,559031;23,265;;13,401417;19,73
14,837016;22,325;;14,569433;23,29;;13,409444;19,75
14,853683;22,34;;14,59212;23,31;;13,424119;19,77
14,8552;22,355;;14,595306;23,33;;13,432223;19,79
14,866245;22,37;;14,614347;23,35;;13,451417;19,805
14,87778;22,385;;14,62769;23,37;;13,451555;19,825
14,89224;22,405;;14,636743;23,39;;13,471515;19,845
14,902902;22,42;;14,645797;23,41;;13,480982;19,86
14,907942;22,44;;14,656734;23,425;;13,493268;19,875
14,924686;22,455;;14,662341;23,445;;13,497772;19,895
14,928102;22,47;;14,675224;23,46;;13,514132;19,91
14,943099;22,485;;14,683573;23,475;;13,520413;19,925
14,948491;22,5;;14,690818;23,49;;13,531044;19,94
14,957743;22,515;;14,696364;23,505;;13,530293;19,955
14,962017;22,53;;14,705218;23,52;;13,547113;19,97
14,97873;22,545;;14,704774;23,535;;13,555385;19,985
14,981135;22,555;;14,712816;23,55;;13,563734;19,995
14,99457;22,57;;14,722513;23,56;;13,568177;20,01
14,990219;22,58;;14,721916;23,575;;13,570091;20,02
15,005048;22,595;;14,727093;23,585;;13,580769;20,03
15,007223;22,605;;14,738322;23,6;;13,589362;20,045
15,036849;22,635;;14,745154;23,61;;13,595076;20,055
15,051969;22,66;;14,751113;23,62;;13,600928;20,065
15,080952;22,69;;14,752538;23,635;;13,605141;20,075
15,096501;22,72;;14,759661;23,645;;13,613122;20,085
15,12072;22,745;;14,807486;23,695;;13,616477;20,095
15,132944;22,77;;14,837924;23,74;;13,622083;20,105
15,153915;22,795;;14,868531;23,785;;13,627521;20,115
15,171593;22,82;;14,89684;23,825;;13,639715;20,13
15,190175;22,845;;14,925134;23,865;;13,647834;20,145
15,191599;22,86;;14,949629;23,905;;13,652552;20,155
15,194464;22,87;;14,975594;23,945;;13,662372;20,17
15,207362;22,885;;15,000349;23,98;;13,666615;20,185
15,211912;22,9;;15,016556;24,015;;13,676802;20,195
15,224749;22,915;;15,043288;24,045;;13,685243;20,21
15,225331;22,93;;15,06481;24,08;;13,706245;20,235
15,24039;22,945;;15,089382;24,115;;13,711208;20,255
15,241799;22,955;;15,135384;24,185;;13,733206;20,27
15,255785;22,97;;15,186028;24,25;;13,744327;20,29
15,259875;22,98;;15,22892;24,31;;13,757838;20,31
15,27046;22,995;;15,267784;24,37;;13,763751;20,33
15,264103;23,005;;15,291773;24,42;;13,780586;20,35
15,280847;23,015;;15,328186;24,465;;13,790314;20,365
15,282823;23,025;;15,343964;24,505;;13,804514;20,385
15,292918;23,035;;15,371492;24,54;;13,811408;20,4
15,290758;23,045;;15,382966;24,57;;13,816463;20,415
15,301052;23,055;;15,400322;24,595;;13,834508;20,43
15,301849;23,065;;15,396952;24,615;;13,8437;20,445
15,310151;23,075;;15,40216;24,625;;13,851206;20,46
15,310534;23,085;;15,408946;24,85;;13,852937;20,475
15,314241;23,095;;15,409666;24,865;;13,866203;20,49
15,323157;23,105;;15,433364;24,885;;13,875716;20,505
15,321564;23,11;;15,435371;24,9;;13,882747;20,515
15,325838;23,12;;15,444899;24,92;;13,890621;20,53
15,332348;23,13;;15,455684;24,935;;13,89514;20,54
15,344848;23,14;;15,467188;24,95;;13,91147;20,56
15,342826;23,15;;15,481741;24,97;;13,91965;20,575
15,338981;23,155;;15,483472;24,985;;13,931798;20,59
15,332118;23,155;;15,500614;25;;13,937849;20,605
15,342198;23,16;;15,510739;25,02;;13,94704;20,62
15,338261;23,165;;15,517694;25,035;;13,960383;20,635
15,385443;23,21;;15,526686;25,05;;13,963508;20,65
15,420339;23,25;;15,545283;25,07;;13,984295;20,665
15,45427;23,29;;15,549634;25,09;;13,991572;20,685
15,483131;23,33;;15,568506;25,11;;14,007932;20,705
15,518165;23,37;;15,578402;25,13;;14,016327;20,725
15,537175;23,405;;15,590642;25,145;;14,031247;20,74
15,567093;23,44;;15,606819;25,17;;14,036364;20,76
15,592399;23,475;;15,620268;25,19;;14,052019;20,775
15,618211;23,505;;15,635082;25,21;;14,058622;20,795
15,639275;23,54;;15,650646;25,235;;14,0727;20,81
15,661502;23,57;;15,661215;25,255;;14,079011;20,82
15,683316;23,6;;15,675523;25,275;;14,085705;20,835
15,699033;23,63;;15,687365;25,295;;14,090163;20,845
15,721138;23,66;;15,701672;25,32;;14,118748;20,87
15,736779;23,685;;15,718324;25,345;;14,138616;20,9
15,749769;23,71;;15,731835;25,365;;14,161885;20,93
15,764536;23,735;;15,744289;25,385;;14,18062;20,96
15,780514;23,76;;15,748885;25,41;;14,198283;20,985
15,794959;23,785;;15,767727;25,43;;14,215103;21,015
15,812959;23,81;;15,770377;25,45;;14,227634;21,04
15,818994;23,83;;15,789755;25,47;;14,249539;21,065
15,832751;23,85;;15,796526;25,485;;14,264475;21,09
15,832168;23,87;;15,810543;25,505;;14,282306;21,115
15,846415;23,885;;15,816808;25,525;;14,293336;21,14
15,848054;23,9;;15,824651;25,54;;14,314047;21,16
15,855346;23,91;;15,83542;25,555;;14,320511;21,185
15,850857;23,92;;15,845638;25,57;;14,343321;21,21
15,855284;23,93;;15,852164;25,59;;14,355101;21,23
15,85435;23,935;;15,862136;25,605;;14,3731;21,255
15,857981;23,94;;15,868402;25,62;;14,384574;21,275
15,854427;23,95;;15,867191;25,63;;14,398667;21,295
15,860064;23,955;;15,883889;25,645;;14,406863;21,31
15,857046;23,96;;15,886079;25,665;;14,421217;21,33
15,854227;23,965;;15,901031;25,68;;14,428554;21,35
15,85458;23,965;;15,901643;25,695;;14,441499;21,365
15,850949;23,97;;15,918433;25,71;;14,447871;21,38
15,847564;23,975;;15,934318;25,73;;14,452023;21,395
15,84764;23,98;;15,945332;25,75;;14,455898;21,41
15,846645;23,985;;15,947906;25,77;;14,470252;21,42
15,838418;23,985;;15,965415;25,785;;14,472902;21,43
15,846415;23,99;;15,968096;25,8;;14,480592;21,44
15,831954;23,995;;15,984227;25,82;;14,481174;21,45
15,838036;23,995;;15,990599;25,835;;14,484024;21,46
15,833961;23,995;;15,999821;25,85;;14,487976;21,465
15,837913;24;;16,014542;25,87;;14,494456;21,475
15,829626;24;;16,028299;25,89;;14,492985;21,48
15,836825;24,005;;16,03556;25,91;;14,493766;21,485
15,832781;24,005;;16,048428;25,93;;14,502008;21,495
15,847809;24,015;;16,055765;25,945;;14,511659;21,505
15,841436;24,02;;16,068036;25,965;;14,511352;21,515
15,849126;24,025;;16,074439;25,98;;14,527207;21,525
15,851256;24,035;;16,085453;25,995;;14,527881;21,535
15,862454;24,045;;16,09204;26,015;;14,539125;21,55
15,867187;24,06;;16,100802;26,03;;14,538007;21,555
15,876179;24,07;;16,108309;26,045;;14,543491;21,565
15,883471;24,08;;16,124761;26,065;;14,555394;21,575
15,885999;24,095;;16,132528;26,085;;14,564416;21,615
15,927987;24,135;;16,145778;26,1;;14,563957;21,625
15,958548;24,175;;16,153468;26,12;;14,570406;21,635
15,992694;24,21;;16,162384;26,135;;14,568583;21,645
16,017066;24,25;;16,16966;26,15;;14,592925;21,66
16,05115;24,285;;16,172755;26,17;;14,601947;21,675
16,074894;24,32;;16,185775;26,185;;14,613222;21,69
16,106252;24,355;;16,198842;26,205;;14,621816;21,705
16,123485;24,39;;16,214008;26,23;;14,640505;21,73
16,151289;24,42;;16,219906;26,25;;14,654965;21,75
16,174405;24,45;;16,23668;26,265;;14,667787;21,765
16,196433;24,48;;16,245028;26,285;;14,682355;21,785
16,22033;24,515;;16,257299;26,305;;14,701443;21,81
16,234424;24,545;;16,264514;26,32;;14,712258;21,835
16,260956;24,575;;16,275329;26,335;;14,741103;21,865
16,281529;24,6;;16,282345;26,35;;14,764525;21,895
16,296281;24,63;;16,297434;26,37;;14,785665;21,925
16,307586;24,655;;16,304787;26,39;;14,840185;22
16,324896;24,68;;16,317777;26,41;;14,902072;22,075
16,343462;24,705;;16,327106;26,43;;14,956025;22,145
16,351198;24,725;;16,328362;26,445;;15,002073;22,21
16,364388;24,745;;16,346086;26,465;;15,039773;22,275
16,377348;24,765;;16,349441;26,48;;15,090585;22,335
16,388071;24,785;;16,364423;26,495;;15,127518;22,395
16,396772;24,8;;16,371408;26,515;;15,165892;22,445
16,392774;24,815;;16,380431;26,53;;15,200803;22,495
16,40607;24,825;;16,392211;26,545;;15,227856;22,545
16,408169;24,84;;16,39555;26,565;;15,254281;22,585
16,412872;24,85;;16,408035;26,585;;15,278868;22,625
16,415277;24,86;;16,420306;26,6;;15,297235;22,655
16,421818;24,87;;16,428042;26,62;;15,311956;22,68
16,418325;24,875;;16,435992;26,635;;15,316598;22,7
16,414419;24,885;;16,447864;26,655;;15,331304;22,72
16,421251;24,89;;16,451954;26,67;;15,325529;22,73
16,424254;24,945;;16,471761;26,69;;15,329067;22,735
16,435865;24,965;;16,473017;26,725;;15,330921;22,74
16,447553;24,98;;16,477276;26,735;;15,331334;22,745
16,461861;25;;16,471332;26,745;;15,328286;22,83
16,469321;25,015;;16,49598;26,76;;15,350896;22,86
16,483889;25,04;;16,499212;26,775;;15,367456;22,89
16,506868;25,06;;16,506994;26,79;;15,393437;22,915
16,52139;25,08;;16,510901;26,805;;15,409674;22,945
16,533124;25,1;;16,519556;26,815;;15,431948;22,97
16,539389;25,12;;16,527996;26,835;;15,448906;23
16,55359;25,14;;16,5541;26,86;;15,474595;23,03
16,566075;25,155;;16,565206;26,885;;15,489133;23,055
16,581546;25,175;;16,575469;26,915;;15,513765;23,08
16,589926;25,19;;16,598601;26,94;;15,524703;23,105
16,604234;25,21;;16,620537;26,965;;15,548233;23,135
16,618036;25,225;;16,636208;26,995;;15,560334;23,16
16,627564;25,245;;16,650194;27,025;;15,581627;23,18
16,63435;25,26;;16,673111;27,05;;15,594679;23,2
16,647049;25,28;;16,685397;27,08;;15,607807;23,225
16,652656;25,295;;16,705434;27,105;;15,621012;23,245
16,66701;25,31;;16,712878;27,125;;15,627722;23,265
16,6728;25,325;;16,731429;27,15;;15,647498;23,28
16,680015;25,34;;16,743102;27,17;;15,65744;23,3
16,690386;25,35;;16,755817;27,195;;15,663292;23,315
16,697295;25,365;;16,766295;27,215;;15,674765;23,33
16,717914;25,39;;16,770891;27,235;;15,684141;23,345
16,746667;25,425;;16,788813;27,255;;15,694282;23,36
16,770779;25,46;;16,798418;27,27;;15,697422;23,37
16,795488;25,495;;16,806262;27,29;;15,706506;23,38
16,821545;25,525;;16,809065;27,305;;15,709891;23,39
16,844248;25,56;;16,822453;27,325;;15,712373;23,405
16,862002;25,59;;16,83189;27,34;;15,722851;23,41
16,882928;25,615;;16,838676;27,355;;15,755495;23,45
16,905186;25,645;;16,843563;27,37;;15,78961;23,495
16,923093;25,675;;16,852631;27,385;;15,823373;23,54
16,940158;25,7;;16,852478;27,4;;15,853566;23,58
16,953746;25,725;;16,866541;27,41;;15,881063;23,62
16,968881;25,745;;16,864075;27,425;;15,90447;23,655
16,98155;25,77;;16,878214;27,435;;15,920478;23,69
16,996731;25,79;;16,878566;27,45;;15,941787;23,715
17,005324;25,805;;16,883606;27,46;;15,956952;23,74
17,017702;25,825;;16,888615;27,47;;15,965117;23,765
17,027506;25,84;;16,897929;27,485;;15,974584;23,785
17,031581;25,855;;16,909035;27,5;;15,983806;23,8
17,036621;25,87;;16,921489;27,55;;15,986211;23,81
17,0414;25,88;;16,922102;27,565;;15,99338;23,82
17,04762;25,89;;16,931492;27,575;;15,988417;23,83
17,051449;25,9;;16,946045;27,595;;15,99217;23,835
17,052598;25,91;;16,955987;27,61;;15,981876;23,835
17,055018;25,92;;16,960062;27,63;;15,978061;23,84
17,055248;25,925;;16,973144;27,645;;15,970479;23,84
17,052123;25,935;;17,001545;27,675;;15,956753;23,84
17,054436;25,94;;17,033806;27,715;;15,979992;23,84
17,059752;25,95;;17,055176;27,76;;15,974952;23,845
17,058741;25,955;;17,089276;27,8;;15,961655;23,845
17,059492;25,96;;17,111717;27,835;;15,956968;23,845
17,064838;25,965;;17,138372;27,875;;15,968043;23,845
17,059216;25,975;;17,167156;27,91;;15,966082;23,845
17,062954;25,98;;17,198085;27,95;;15,963417;23,85
17,056443;25,985;;17,223422;27,99;;15,961456;23,85
17,065573;25,99;;17,243413;28,025;;15,960154;23,855
17,062754;25,995;;17,275414;28,06;;15,963585;23,855
17,065405;26;;17,300858;28,095;;15,974094;23,865
17,062356;26,005;;17,321768;28,13;;15,974324;23,875
17,064822;26,01;;17,341514;28,16;;15,972485;23,88
17,059507;26,015;;17,356251;28,19;;15,981692;23,885
17,06951;26,02;;17,370313;28,215;;15,993763;23,9
17,06496;26,025;;17,382155;28,24;;15,999676;23,915
17,078211;26,03;;17,391239;28,265;;16,001637;23,925
17,074519;26,04;;17,403218;28,285;;16,016205;23,935
17,083159;26,05;;17,405516;28,305;;16,031616;23,955
17,085932;26,055;;17,419915;28,325;;16,04456;23,97
17,093178;26,065;;17,423822;28,345;;16,047394;23,99
17,100929;26,075;;17,430945;28,36;;16,073436;24,005
17,110809;26,09;;17,435985;28,375;;16,083454;24,03
17,115543;26,105;;17,43934;28,39;;16,101653;24,05
17,129958;26,12;;17,440106;28,405;;16,115241;24,07
17,135641;26,135;;17,447183;28,425;;16,13059;24,09
17,153212;26,155;;17,454766;28,44;;16,151347;24,115
17,162602;26,17;;17,454965;28,525;;16,170695;24,14
17,169664;26,185;;17,455532;28,535;;16,183792;24,165
17,180877;26,2;;17,468277;28,585;;16,203247;24,19
