A_FT_01_sila;A_FT_01_pomik;;A_FT_02_sila;A_FT_02_pomik;;A_FT_03_sila;A_FT_03_pomik
5,264757;7,265;;6,09876;8,87;;5,183442;7,19
5,27476;7,285;;6,099465;8,88;;5,185464;7,195
5,293143;7,305;;6,102406;8,89;;5,194487;7,205
5,2976;7,32;;6,109391;8,9;;5,197551;7,21
5,309089;7,33;;6,12085;8,91;;5,205072;7,22
5,312015;7,34;;6,126196;8,92;;5,209239;7,225
5,322876;7,355;;6,130975;8,93;;5,213115;7,235
5,340324;7,375;;6,1341;8,935;;5,222673;7,25
5,354724;7,405;;6,140412;8,945;;5,230731;7,265
5,375236;7,43;;6,141944;8,955;;5,236476;7,27
5,397096;7,455;;6,143368;8,96;;5,244748;7,28
5,406118;7,47;;6,153525;8,97;;5,246172;7,29
5,406532;7,485;;6,135311;8,97;;5,259576;7,3
5,424485;7,5;;6,159652;8,98;;5,26575;7,31
5,426921;7,515;;6,169364;8,995;;5,272888;7,32
5,443036;7,53;;6,181236;9,01;;5,277239;7,33
5,445993;7,545;;6,188359;9,025;;5,2953;7,345
5,466673;7,56;;6,198117;9,035;;5,304445;7,365
5,464207;7,57;;6,206221;9,05;;5,311262;7,38
5,475206;7,58;;6,208335;9,065;;5,328189;7,4
5,47421;7,585;;6,239187;9,095;;5,339816;7,42
5,480813;7,605;;6,25377;9,125;;5,356345;7,435
5,491214;7,62;;6,279843;9,155;;5,359654;7,455
5,506165;7,635;;6,292221;9,18;;5,370132;7,465
5,515663;7,65;;6,299803;9,19;;5,377745;7,48
5,527673;7,665;;6,307264;9,205;;5,403879;7,5
5,537323;7,68;;6,314402;9,22;;5,413346;7,525
5,560792;7,705;;6,336936;9,245;;5,430809;7,545
5,576968;7,73;;6,386216;9,31;;5,438423;7,565
5,593145;7,755;;6,430089;9,375;;5,462565;7,59
5,603883;7,775;;6,470515;9,435;;5,473043;7,615
5,620489;7,79;;6,509885;9,49;;5,489465;7,635
5,636099;7,81;;6,53827;9,55;;5,500724;7,655
5,639745;7,82;;6,58029;9,605;;5,516885;7,675
5,636482;7,825;;6,616978;9,655;;5,526107;7,695
5,619738;7,825;;6,649025;9,7;;5,544337;7,715
5,61355;7,825;;6,671053;9,745;;5,556561;7,735
5,640204;7,84;;6,694874;9,77;;5,571619;7,755
5,667732;7,865;;6,699653;9,795;;5,579003;7,775
5,685241;7,89;;6,716672;9,815;;5,593265;7,79
5,701326;7,91;;6,722279;9,83;;5,599469;7,805
5,707453;7,93;;6,729433;9,845;;5,611617;7,82
5,721424;7,945;;6,736863;9,855;;5,621513;7,835
5,732546;7,965;;6,731593;9,87;;5,630642;7,85
5,743207;7,975;;6,706899;9,885;;5,638516;7,86
5,743544;7,985;;6,724347;9,905;;5,646942;7,875
5,747864;7,995;;6,741274;9,925;;5,655627;7,885
5,817212;8,075;;6,757803;9,94;;5,656684;7,9
5,849106;8,12;;6,761265;9,96;;5,667714;7,91
5,8755;8,155;;6,775803;9,975;;5,677028;7,92
5,894235;8,19;;6,77997;9,985;;5,680842;7,93
5,924336;8,22;;6,788839;9,995;;5,685484;7,94
5,945875;8,255;;6,793802;10,005;;5,699684;7,955
5,961714;8,285;;6,799072;10,015;;5,712077;7,97
5,98889;8,32;;6,797908;10,025;;5,720947;7,985
6,00283;8,35;;6,810515;10,035;;5,723061;8
6,0312;8,38;;6,811189;10,045;;5,735821;8,01
6,039595;8,405;;6,818558;10,055;;5,737521;8,015
6,067551;8,43;;6,818389;10,065;;5,747417;8,025
6,084279;8,46;;6,829342;10,07;;5,757451;8,045
6,099705;8,48;;6,824134;10,08;;5,772755;8,065
6,11193;8,505;;6,835776;10,085;;5,781226;8,08
6,126988;8,525;;6,842225;10,095;;5,79656;8,095
6,141173;8,545;;6,846055;10,1;;5,802412;8,11
6,152126;8,565;;6,848904;10,11;;5,820304;8,13
6,15205;8,57;;6,859918;10,12;;5,825604;8,145
6,153336;8,575;;6,866;10,13;;5,842348;8,16
6,150349;8,575;;6,882176;10,145;;5,842455;8,17
6,150104;8,58;;6,891214;10,17;;5,849195;8,18
6,143854;8,605;;6,905599;10,19;;5,854986;8,19
6,143532;8,615;;6,91888;10,21;;5,86937;8,205
6,168548;8,64;;6,935777;10,235;;5,882942;8,22
6,183652;8,665;;6,948016;10,25;;5,888809;8,235
6,210782;8,69;;6,954052;10,27;;5,893068;8,25
6,224308;8,715;;6,967226;10,285;;5,901218;8,265
6,248818;8,735;;6,973139;10,3;;5,92631;8,285
6,262896;8,76;;6,991414;10,32;;5,945121;8,31
6,283913;8,78;;6,994662;10,34;;5,947741;8,33
6,299676;8,8;;7,011972;10,355;;5,971469;8,35
6,311426;8,82;;7,017303;10,375;;5,984598;8,375
6,319177;8,835;;7,029037;10,39;;5,994187;8,39
6,326346;8,85;;6,976295;10,39;;5,988734;8,4
6,327679;8,855;;7,013244;10,39;;5,999487;8,405
6,32843;8,855;;7,027413;10,4;;6,000958;8,415
6,321965;8,86;;7,02991;10,415;;6,011742;8,425
6,343948;8,87;;7,043253;10,425;;6,01185;8,435
6,357336;8,89;;7,049917;10,44;;6,023951;8,445
6,378032;8,925;;7,06087;10,455;;6,027628;8,455
6,392753;8,945;;7,071225;10,465;;6,038213;8,465
6,409742;8,97;;7,086406;10,48;;6,045153;8,485
6,433363;8,99;;7,095612;10,5;;6,064592;8,505
6,442309;9,01;;7,106045;10,515;;6,073308;8,52
6,456403;9,03;;7,110931;10,535;;6,0878;8,535
6,47212;9,05;;7,129176;10,55;;6,096869;8,555
6,473667;9,065;;7,135594;10,565;;6,119495;8,575
6,48727;9,075;;7,149152;10,585;;6,134109;8,605
6,503845;9,095;;7,161192;10,605;;6,153134;8,625
6,520236;9,12;;7,176404;10,625;;6,165527;8,65
6,533885;9,14;;7,174412;10,63;;6,176021;8,67
6,541299;9,16;;7,171823;10,64;;6,194051;8,69
6,555592;9,175;;7,181397;10,645;;6,198218;8,71
6,570435;9,195;;7,185932;10,655;;6,216631;8,73
6,585754;9,225;;7,200607;10,67;;6,229161;8,745
6,594471;9,24;;7,212112;10,69;;6,238123;8,765
6,603938;9,25;;7,22285;10,705;;6,252461;8,78
6,609161;9,265;;7,234109;10,72;;6,262219;8,795
6,621447;9,275;;7,242519;10,735;;6,272391;8,81
6,624572;9,29;;7,253579;10,755;;6,281919;8,825
6,630899;9,3;;7,27714;10,78;;6,283175;8,84
6,632338;9,31;;7,286071;10,81;;6,300669;8,855
6,643628;9,315;;7,326481;10,85;;6,309983;8,87
6,646125;9,325;;7,350854;10,89;;6,316662;8,885
6,650047;9,34;;7,354821;10,91;;6,319833;8,895
6,665366;9,355;;7,356721;10,92;;6,332655;8,91
6,674496;9,37;;7,362404;10,925;;6,336852;8,92
6,6896;9,39;;7,363706;10,935;;6,347192;8,93
6,6949;9,405;;7,386776;10,955;;6,351727;8,945
6,709223;9,42;;7,400716;10,98;;6,348081;8,945
6,714355;9,435;;7,41605;11;;6,342566;8,95
6,729444;9,45;;7,41386;11,015;;6,349536;8,95
6,73669;9,46;;7,415116;11,02;;6,352646;8,96
6,746249;9,475;;7,419558;11,025;;6,357594;8,965
6,745422;9,485;;7,420493;11,03;;6,360673;8,97
6,761598;9,5;;7,425165;11,035;;6,365054;8,975
6,773547;9,515;;7,424184;11,045;;6,369619;8,985
6,789677;9,535;;7,438079;11,055;;6,381905;8,995
6,798869;9,56;;7,436455;11,065;;6,381062;9,005
6,818768;9,58;;7,449552;11,075;;6,39367;9,015
6,824757;9,6;;7,452708;11,085;;6,40689;9,035
6,84867;9,62;;7,46625;11,1;;6,426911;9,055
6,860986;9,64;;7,467138;11,115;;6,436623;9,075
6,877285;9,66;;7,487635;11,13;;6,452294;9,09
6,883367;9,68;;7,496948;11,145;;6,466587;9,115
6,90394;9,7;;7,506339;11,16;;6,484678;9,14
6,913698;9,72;;7,52656;11,19;;6,498649;9,16
6,927592;9,74;;7,547945;11,225;;6,510644;9,18
6,938974;9,755;;7,579976;11,26;;6,518671;9,195
6,954201;9,775;;7,59724;11,29;;6,528352;9,21
6,960497;9,79;;7,60251;11,305;;6,531048;9,225
6,960788;9,795;;7,606386;11,325;;6,537053;9,235
6,960864;9,805;;7,620433;11,335;;6,535751;9,245
6,965659;9,81;;7,633132;11,355;;6,549737;9,255
6,962504;9,815;;7,660828;11,39;;6,55012;9,265
6,964725;9,82;;7,675795;11,42;;6,55827;9,275
6,965567;9,825;;7,696582;11,45;;6,559893;9,28
6,968723;9,825;;7,709619;11,475;;6,576821;9,295
6,969918;9,83;;7,725765;11,495;;6,581156;9,31
6,966548;9,835;;7,735078;11,52;;6,600442;9,325
6,972491;9,84;;7,754304;11,54;;6,605696;9,34
6,994903;9,86;;7,759573;11,56;;6,62941;9,36
7,007832;9,88;;7,776546;11,58;;6,638111;9,38
7,017804;9,9;;7,78347;11,6;;6,657014;9,4
7,021802;9,92;;7,798743;11,62;;6,677021;9,43
7,029293;9,93;;7,804472;11,635;;6,703813;9,465
7,039388;9,94;;7,819424;11,655;;6,723176;9,495
7,055596;9,96;;7,826317;11,67;;6,748069;9,525
7,093709;10,005;;7,830453;11,69;;6,770725;9,565
7,124392;10,045;;7,848085;11,705;;6,80893;9,61
7,159641;10,085;;7,857598;11,72;;6,837791;9,65
7,184871;10,125;;7,864721;11,735;;6,867233;9,69
7,217224;10,165;;7,874648;11,75;;6,894516;9,73
7,23026;10,185;;7,869485;11,77;;6,918888;9,77
7,245855;10,21;;7,893903;11,805;;6,937914;9,8
7,249654;10,225;;7,929075;11,845;;6,950093;9,825
7,253774;10,24;;7,951701;11,885;;6,962348;9,845
7,252533;10,245;;7,979995;11,92;;6,966315;9,86
7,241305;10,26;;7,99732;11,955;;6,981251;9,875
7,264038;10,28;;8,034453;12;;6,992725;9,895
7,285377;10,31;;8,061521;12,045;;7,002222;9,905
7,301385;10,335;;8,093093;12,09;;7,007354;9,92
7,315218;10,355;;8,119043;12,135;;7,016469;9,93
7,337154;10,385;;8,13957;12,18;;7,022841;9,945
7,388411;10,44;;8,173394;12,22;;7,028479;9,955
7,440832;10,5;;8,198272;12,26;;7,034821;9,965
7,479067;10,56;;8,208428;12,29;;7,04081;9,975
7,532009;10,615;;8,211844;12,305;;7,041239;9,985
7,568207;10,67;;8,21768;12,315;;7,053264;9,995
7,613443;10,735;;8,220775;12,325;;7,055424;10,005
7,668422;10,81;;8,223256;12,335;;7,063038;10,015
7,719924;10,88;;8,231513;12,37;;7,064263;10,025
7,764318;10,945;;8,253971;12,405;;7,072857;10,03
7,800332;11,005;;8,272935;12,435;;7,070284;10,04
7,834646;11,05;;8,296434;12,47;;7,080317;10,07
7,859646;11,095;;8,318754;12,5;;7,09078;10,08
7,878213;11,125;;8,337688;12,53;;7,097949;10,09
7,885045;11,15;;8,342896;12,545;;7,107324;10,105
7,899644;11,17;;8,348166;12,555;;7,114616;10,115
7,902355;11,185;;8,349192;12,56;;7,074037;10,115
7,908207;11,195;;8,346818;12,57;;7,108151;10,12
7,906292;11,205;;8,353405;12,575;;7,114601;10,12
7,907686;11,21;;8,34671;12,58;;7,113712;10,125
7,899996;11,215;;8,355457;12,59;;7,136752;10,15
7,929668;11,24;;8,355273;12,595;;7,166593;10,18
7,941494;11,265;;8,35872;12,6;;7,199543;10,22
7,956476;11,285;;8,355702;12,605;;7,232187;10,26
7,969681;11,305;;8,362198;12,61;;7,261492;10,3
7,986179;11,325;;8,362826;12,62;;7,290261;10,34
7,993057;11,345;;8,365353;12,63;;7,311324;10,375
8,003551;11,355;;8,367207;12,635;;7,339189;10,41
8,001728;11,365;;8,389113;12,67;;7,359854;10,445
8,013309;11,45;;8,400556;12,695;;7,381101;10,475
8,023097;11,46;;8,422308;12,72;;7,400234;10,505
8,027111;11,47;;8,434502;12,745;;7,407419;10,52
8,036716;11,485;;8,445011;12,76;;7,417544;10,54
8,045386;11,495;;8,452885;12,775;;7,436294;10,565
8,052448;11,505;;8,471635;12,795;;7,449913;10,585
8,050978;11,51;;8,474928;12,82;;7,4565;10,6
8,054194;11,52;;8,489634;12,845;;7,476062;10,62
8,065055;11,53;;8,507358;12,865;;7,479325;10,64
8,07584;11,54;;8,517254;12,885;;7,497401;10,655
8,076989;11,545;;8,538302;12,91;;7,507236;10,675
8,084143;11,555;;8,55431;12,945;;7,520762;10,69
8,087099;11,56;;8,584718;12,98;;7,529724;10,71
8,088845;11,57;;8,607481;13,015;;7,542668;10,725
8,095846;11,575;;8,633539;13,05;;7,545609;10,74
8,099706;11,585;;8,650527;13,08;;7,562628;10,755
8,104654;11,59;;8,673582;13,11;;7,573933;10,775
8,113233;11,6;;8,693098;13,145;;7,585545;10,79
8,115745;11,605;;8,711205;13,17;;7,591504;10,81
8,121674;11,61;;8,726922;13,2;;7,608355;10,825
8,121245;11,62;;8,744937;13,23;;7,612031;10,84
8,125442;11,625;;8,761113;13,255;;7,624439;10,855
8,131661;11,64;;8,774716;13,285;;7,634519;10,87
8,140761;11,645;;8,799563;13,31;;7,645794;10,885
8,1441;11,655;;8,820213;13,34;;7,654051;10,9
8,133546;11,66;;8,819141;13,355;;7,668312;10,91
8,145892;11,67;;8,821469;13,365;;7,67447;10,925
8,14459;11,675;;8,82582;13,375;;7,683126;10,935
8,180697;11,7;;8,820535;13,385;;7,689835;10,95
8,201959;11,735;;8,831656;13,395;;7,695779;10,98
8,229502;11,765;;8,830032;13,4;;7,700237;10,99
8,245694;11,795;;8,832943;13,41;;7,719998;11,005
8,270863;11,82;;8,832545;13,415;;7,724532;11,015
8,27794;11,83;;8,834367;13,42;;7,74702;11,035
8,284497;11,84;;8,835731;13,42;;7,757115;11,05
8,29188;11,855;;8,833816;13,425;;7,776218;11,07
8,303737;11,865;;8,833893;13,43;;7,783096;11,085
8,324907;11,89;;8,834107;13,43;;7,806533;11,105
8,356127;11,93;;8,833188;13,435;;7,819355;11,13
8,38776;11,975;;8,84411;13,44;;7,839913;11,15
8,422901;12,015;;8,846914;13,45;;7,853501;11,17
8,451701;12,06;;8,847128;13,46;;7,88374;11,2
8,483977;12,1;;8,860026;13,475;;7,916491;11,245
8,508334;12,135;;8,861742;13,485;;7,950039;11,29
8,537685;12,175;;8,87412;13,495;;7,982285;11,33
8,563037;12,21;;8,884383;13,515;;8,006857;11,37
8,587624;12,245;;8,903225;13,535;;8,039654;11,41
8,60832;12,275;;8,914347;13,555;;8,059875;11,45
8,625691;12,31;;8,930079;13,575;;8,094189;11,485
8,651687;12,34;;8,93999;13,595;;8,118224;11,52
8,66935;12,37;;8,959552;13,615;;8,138782;11,555
8,696311;12,405;;8,973814;13,64;;8,165482;11,59
8,714601;12,435;;8,984047;13,66;;8,18676;11,62
8,735649;12,46;;9,00076;13,68;;8,201144;11,645
8,739816;12,48;;9,008955;13,695;;8,223341;11,675
8,762733;12,505;;9,028579;13,72;;8,231031;11,695
8,776305;12,535;;9,068974;13,77;;8,244987;11,71
8,790643;12,56;;9,096563;13,815;;8,252891;11,735
8,810512;12,585;;9,123003;13,86;;8,275379;11,755
8,829231;12,605;;9,154131;13,905;;8,279745;11,77
8,831667;12,625;;9,176527;13,945;;8,289059;11,785
8,840184;12,64;;9,206628;13,985;;8,29586;11,795
8,840567;12,65;;9,230066;14,025;;8,30064;11,805
8,846863;12,655;;9,256522;14,065;;8,311087;11,81
8,850433;12,665;;9,273556;14,1;;8,307196;11,815
8,845959;12,67;;9,299812;14,135;;8,300594;11,82
8,852975;12,675;;9,315376;14,17;;8,303336;11,825
8,859317;12,725;;9,338615;14,2;;8,310352;11,83
8,862213;12,735;;9,360628;14,235;;8,332181;11,88
8,838009;12,74;;9,393778;14,28;;8,358422;11,91
8,839066;12,74;;9,423205;14,33;;8,375349;11,94
8,836875;12,74;;9,451315;14,37;;8,401498;11,965
8,838285;12,74;;9,47679;14,41;;8,41622;11,99
8,840184;12,74;;9,498114;14,45;;8,436839;12,015
8,870592;12,765;;9,517553;14,485;;8,455221;12,04
8,893555;12,795;;9,53229;14,515;;8,472041;12,065
8,917988;12,825;;9,551883;14,54;;8,487069;12,085
8,934027;12,85;;9,563126;14,565;;8,496352;12,11
8,959211;12,875;;9,577419;14,59;;8,51475;12,13
8,973197;12,9;;9,581417;14,605;;8,530176;12,15
9,0012;12,925;;9,584282;14,615;;8,53877;12,165
9,010238;12,95;;9,584205;14,635;;8,55297;12,185
9,034518;12,975;;9,587376;14,64;;8,565149;12,205
9,046176;12,995;;9,583638;14,65;;8,57604;12,22
9,067744;13,015;;9,582275;14,655;;8,584481;12,235
9,074975;13,035;;9,588464;14,665;;8,594423;12,25
9,08844;13,05;;9,583393;14,67;;8,600765;12,265
9,098581;13,07;;9,598528;14,77;;8,610952;12,28
9,107022;13,085;;9,604809;14,785;;8,619622;12,295
9,120916;13,1;;9,623528;14,805;;8,629625;12,305
9,132481;13,115;;9,632061;14,82;;8,634696;12,32
9,140585;13,13;;9,648054;14,84;;8,642355;12,33
9,148735;13,145;;9,657076;14,855;;8,649999;12,34
9,155751;13,16;;9,671614;14,875;;8,655928;12,355
9,158309;13,17;;9,679534;14,89;;8,662698;12,365
9,173566;13,185;;9,711749;14,925;;8,664675;12,375
9,183386;13,2;;9,737699;14,965;;8,674877;12,385
9,187905;13,21;;9,759222;15;;8,671629;12,395
9,188655;13,225;;9,79012;15,035;;8,671354;12,395
9,204847;13,235;;9,816269;15,07;;8,658838;12,395
9,206272;13,245;;9,840319;15,105;;8,673161;12,395
9,217945;13,26;;9,859606;15,135;;8,683486;12,41
9,208876;13,305;;9,884928;15,17;;8,695726;12,425
9,202825;13,31;;9,90233;15,2;;8,701149;12,435
9,21194;13,315;;9,92445;15,23;;8,70988;12,445
9,273521;13,38;;9,93934;15,255;;8,716467;12,455
9,332698;13,45;;9,958304;15,285;;8,727711;12,47
9,380768;13,515;;9,962272;15,305;;8,731847;12,485
9,438244;13,575;;9,970483;15,325;;8,745849;12,5
9,485303;13,64;;9,981129;15,345;;8,753003;12,51
9,534308;13,695;;9,9968;15,375;;8,764415;12,525
9,571976;13,755;;9,999374;15,4;;8,768122;12,54
9,618071;13,81;;9,993461;15,405;;8,78436;12,555
9,653089;13,86;;10,001457;15,405;;8,795435;12,57
9,689808;13,915;;10,002361;15,415;;8,805163;12,585
9,72351;13,965;;10,002116;15,42;;8,810141;12,6
9,754576;14,01;;10,01074;15,425;;8,815304;12,615
9,780281;14,05;;10,010036;15,43;;8,825246;12,625
9,805388;14,095;;10,012517;15,435;;8,837302;12,635
9,833851;14,14;;10,012916;15,445;;8,83508;12,65
9,861103;14,18;;10,055716;15,5;;8,835448;12,655
9,886869;14,215;;10,108903;15,565;;8,840626;12,66
9,905221;14,245;;10,152133;15,63;;8,842939;12,665
9,914044;14,265;;10,201244;15,69;;8,851088;12,67
9,911838;14,28;;10,239695;15,75;;8,819976;12,675
9,921949;14,295;;10,281086;15,805;;8,814048;12,675
9,914841;14,3;;10,314726;15,86;;8,80887;12,675
9,912895;14,305;;10,35264;15,915;;8,875844;12,705
9,92708;14,42;;10,384349;15,965;;8,896953;12,735
9,954072;14,455;;10,415079;16,02;;8,917403;12,76
9,978689;14,49;;10,448811;16,065;;8,929275;12,785
10,006769;14,52;;10,46825;16,105;;8,976442;12,83
10,029318;14,55;;10,498474;16,145;;9,010097;12,88
10,05035;14,58;;10,519001;16,175;;9,047352;12,93
10,068503;14,605;;10,536204;16,205;;9,082968;12,98
10,086089;14,63;;10,551247;16,23;;9,116731;13,03
10,08347;14,635;;10,56289;16,255;;9,142283;13,07
10,090394;14,64;;10,569155;16,275;;9,167804;13,11
10,092676;14,65;;10,574915;16,295;;9,175693;13,13
10,091389;14,655;;10,580675;16,31;;9,191119;13,15
10,094714;14,66;;10,591643;16,32;;9,192712;13,17
10,099539;14,67;;10,583585;16,33;;9,20777;13,185
10,107459;14,68;;10,584428;16,335;;9,213454;13,195
10,11328;14,69;;10,58023;16,445;;9,223196;13,21
10,115026;14,695;;10,58069;16,46;;9,227685;13,225
10,121077;14,705;;10,599624;16,475;;9,238209;13,235
10,119423;14,715;;10,599532;16,49;;9,231162;13,255
10,121705;14,72;;10,617516;16,505;;9,245837;13,275
10,131907;14,73;;10,628285;16,52;;9,266196;13,3
10,145388;14,745;;10,644431;16,54;;9,275908;13,32
10,156188;14,755;;10,655675;16,56;;9,29691;13,345
10,159497;14,77;;10,666812;16,575;;9,312505;13,365
10,170358;14,78;;10,679481;16,595;;9,324315;13,385
10,172288;14,795;;10,692302;16,61;;9,338363;13,4
10,18419;14,805;;10,706962;16,63;;9,348672;13,42
10,180989;14,82;;10,713963;16,65;;9,364588;13,44
10,204549;14,835;;10,733372;16,67;;9,37666;13,455
10,213786;14,855;;10,743482;16,69;;9,386295;13,475
10,229074;14,87;;10,752214;16,705;;9,402364;13,495
10,237515;14,885;;10,752704;16,715;;9,405306;13,515
10,253278;14,905;;10,762983;16,725;;9,424852;13,53
10,262469;14,92;;10,772098;16,74;;9,428268;13,55
10,272151;14,935;;10,783709;16,755;;9,446498;13,565
10,286397;14,955;;10,787248;16,765;;9,453789;13,585
10,293566;14,975;;10,798768;16,78;;9,465723;13,6
10,315058;14,995;;10,801341;16,79;;9,473198;13,615
10,327712;15,015;;10,818942;16,805;;9,48599;13,63
10,339216;15,03;;10,825713;16,825;;9,491366;13,645
10,351073;15,05;;10,839102;16,84;;9,498536;13,66
10,365626;15,07;;10,848538;16,855;;9,510071;13,67
10,368521;15,085;;10,859905;16,875;;9,513854;13,685
10,389569;15,1;;10,86905;16,89;;9,522755;13,695
10,395773;15,125;;10,91568;16,94;;9,532727;13,705
10,416821;15,145;;10,96107;17,005;;9,536465;13,715
10,432798;15,165;;11,005755;17,065;;9,533554;13,725
10,444012;15,185;;11,044174;17,125;;9,548628;13,735
10,452039;15,205;;11,077462;17,185;;9,545074;13,745
10,470513;15,225;;11,118669;17,24;;9,558508;13,755
10,479076;15,24;;11,152233;17,29;;9,561143;13,76
10,485526;15,26;;11,187833;17,34;;9,568956;13,77
10,495084;15,275;;11,216908;17,39;;9,577718;13,78
10,51169;15,295;;11,247699;17,435;;9,584765;13,79
10,517894;15,31;;11,270279;17,475;;9,587783;13,805
10,528173;15,325;;11,296734;17,51;;9,602519;13,815
10,541807;15,34;;11,315607;17,545;;9,608141;13,825
10,550324;15,36;;11,33451;17,575;;9,617133;13,84
10,562579;15,375;;11,349691;17,605;;9,621469;13,85
10,577515;15,39;;11,362482;17,625;;9,640464;13,875
10,589877;15,41;;11,37077;17,645;;9,663978;13,9
10,597981;15,425;;11,380298;17,665;;9,682131;13,925
10,604123;15,44;;11,385522;17,68;;9,692976;13,945
10,608321;15,455;;11,386655;17,695;;9,708755;13,965
10,625646;15,47;;11,396153;17,705;;9,721898;13,985
10,621893;15,535;;11,398436;17,715;;9,7359;14,005
10,635711;15,555;;11,396322;17,725;;9,748308;14,025
10,657754;15,57;;11,388402;17,73;;9,762677;14,045
10,670653;15,595;;11,389076;17,735;;9,776433;14,065
10,681054;15,615;;11,38134;17,74;;9,787141;14,085
10,693661;15,635;;11,378475;17,745;;9,803026;14,105
10,721756;15,665;;11,365041;17,745;;9,81015;14,125
10,741287;15,7;;11,362268;17,75;;9,827215;14,145
10,770807;15,725;;11,395908;17,765;;9,834108;14,16
10,787136;15,755;;11,403031;17,78;;9,850821;14,18
10,830427;15,8;;11,406187;17,795;;9,851832;14,195
10,859472;15,85;;11,413785;17,805;;9,871455;14,21
10,901629;15,895;;11,41714;17,815;;9,877675;14,225
10,936479;15,94;;11,419147;17,825;;9,890114;14,24
10,967408;15,985;;11,420387;17,83;;9,893683;14,255
10,994491;16,025;;11,418534;17,84;;9,90773;14,27
11,025956;16,07;;11,424094;17,85;;9,920092;14,29
11,055659;16,115;;11,426607;17,855;;9,94209;14,315
11,092837;16,155;;11,432076;17,865;;9,955586;14,34
11,116413;16,2;;11,433561;17,87;;9,97357;14,36
11,144416;16,245;;11,435844;17,88;;9,977216;14,375
11,170473;16,285;;11,433883;17,885;;9,988659;14,39
11,197128;16,325;;11,439888;17,89;;9,986576;14,4
11,223307;16,365;;11,431524;17,9;;10,001527;14,41
11,247649;16,4;;11,44332;17,905;;10,00358;14,425
11,269141;16,435;;11,440623;17,91;;10,01248;14,435
11,29192;16,465;;11,44672;17,915;;10,015942;14,445
11,302781;16,495;;11,441558;17,92;;10,023525;14,45
11,323078;16,525;;11,448252;17,93;;10,026435;14,46
11,333924;16,545;;11,449554;17,935;;10,031138;14,47
11,346945;16,57;;11,450182;17,94;;10,032317;14,475
11,361268;16,595;;11,448176;17,945;;10,040207;14,485
11,377935;16,62;;11,446445;17,95;;10,0435;14,49
11,39382;16,65;;11,452526;17,955;;10,048509;14,5
11,404206;16,675;;11,45536;17,96;;10,049903;14,505
11,422359;16,695;;11,455697;17,965;;10,053028;14,515
11,430876;16,72;;11,454579;17,97;;10,061362;14,52
11,443438;16,735;;11,458654;17,975;;10,07858;14,545
11,448462;16,755;;11,463448;17,98;;10,100762;14,57
11,453579;16,765;;11,473972;17,99;;10,114748;14,59
11,45073;16,855;;11,477174;18;;10,132916;14,61
11,461606;16,87;;11,484879;18,01;;10,142444;14,63
11,474688;16,89;;11,486135;18,02;;10,159524;14,65
11,48702;16,91;;11,499356;18,03;;10,172469;14,67
11,497574;16,93;;11,501025;18,045;;10,18382;14,69
11,516952;16,95;;11,502879;18,055;;10,190039;14,705
11,529621;16,97;;11,514935;18,065;;10,204148;14,72
11,541799;16,985;;11,524172;18,08;;10,203382;14,735
11,55482;17,005;;11,546629;18,105;;10,221688;14,75
11,564716;17,02;;11,562944;18,13;;10,230297;14,765
11,578304;17,035;;11,585845;18,16;;10,235199;14,775
11,586224;17,055;;11,605009;18,185;;10,234556;14,785
11,598127;17,07;;11,62402;18,21;;10,244436;14,795
11,608359;17,085;;11,64856;18,245;;10,247791;14,8
11,615008;17,1;;11,670956;18,275;;10,254577;14,81
11,622254;17,115;;11,689431;18,305;;10,25545;14,82
11,631889;17,125;;11,706925;18,33;;10,276161;14,835
11,638737;17,135;;11,720007;18,36;;10,287283;14,855
11,637434;17,15;;11,741744;18,385;;10,302111;14,875
11,650762;17,16;;11,750782;18,41;;10,313371;14,895
11,648786;17,17;;11,772857;18,43;;10,327249;14,91
11,663538;17,18;;11,778831;18,455;;10,336716;14,93
11,664824;17,19;;11,800354;18,48;;10,355482;14,955
11,672622;17,2;;11,807599;18,5;;10,372869;14,975
11,676987;17,21;;11,828724;18,52;;10,38733;15
11,679684;17,22;;11,836552;18,54;;10,401806;15,02
11,683712;17,23;;11,843614;18,56;;10,414321;15,04
11,695186;17,24;;11,86051;18,58;;10,41907;15,06
11,699843;17,25;;11,874113;18,595;;10,433424;15,08
11,705143;17,26;;11,881466;18,615;;10,452496;15,1
11,709984;17,27;;11,885511;18,63;;10,469637;15,12
11,707518;17,275;;11,902177;18,645;;10,479395;15,14
11,719329;17,285;;11,91166;18,66;;10,496031;15,16
11,723863;17,295;;11,918354;18,675;;10,506356;15,18
11,724782;17,3;;11,92079;18,69;;10,517141;15,2
11,729607;17,31;;11,936568;18,705;;10,523621;15,215
11,73886;17,325;;11,938544;18,72;;10,54378;15,235
11,751467;17,335;;11,950707;18,735;;10,545603;15,25
11,766939;17,355;;11,957861;18,75;;10,560049;15,265
11,770784;17,37;;11,95587;18,76;;10,571568;15,285
11,786823;17,39;;11,96212;18,775;;10,579565;15,3
11,792093;17,405;;11,978848;18,785;;10,58488;15,315
11,808974;17,42;;11,984225;18,8;;10,590839;15,33
11,816786;17,44;;11,989203;18,81;;10,607414;15,34
11,838064;17,46;;11,990582;18,82;;10,614706;15,355
11,847424;17,48;;11,99648;18,83;;10,622901;15,37
11,862452;17,5;;12,002178;18,845;;10,632154;15,38
