A_AF_01_sila;pomik;;A_AF_02_sila;pomik;;A_AF_03_sila;pomik
3,492025;4,72;;3,544573;4,675;;3,604088;5,17
3,500389;4,74;;3,562787;4,7;;3,61331;5,18
3,514436;4,755;;3,580235;4,725;;3,620403;5,195
3,527365;4,775;;3,607579;4,76;;3,631815;5,215
3,536173;4,785;;3,627616;4,795;;3,654471;5,235
3,529249;4,795;;3,651344;4,825;;3,667232;5,255
3,548367;4,81;;3,671703;4,855;;3,683102;5,275
3,555827;4,825;;3,683452;4,88;;3,693856;5,295
3,57133;4,84;;3,707549;4,91;;3,710324;5,315
3,573719;4,855;;3,725227;4,935;;3,719775;5,335
3,592148;4,87;;3,741878;4,96;;3,732168;5,35
3,599807;4,885;;3,755803;4,98;;3,737836;5,365
3,615478;4,905;;3,772102;5,005;;3,748896;5,38
3,620625;4,915;;3,777785;5,02;;3,751608;5,395
3,633892;4,93;;3,789244;5,03;;3,761442;5,405
3,63648;4,945;;3,785276;5,04;;3,764613;5,415
3,655568;4,96;;3,798052;5,05;;3,767263;5,425
3,662292;4,98;;3,796367;5,06;;3,776593;5,435
3,676784;4,995;;3,804639;5,07;;3,767248;5,44
3,683325;5,005;;3,801713;5,075;;3,759956;5,44
3,696086;5,02;;3,808116;5,08;;3,752006;5,44
3,702627;5,035;;3,807825;5,085;;3,75628;5,44
3,717685;5,05;;3,811793;5,09;;3,747916;5,44
3,726647;5,065;;3,81406;5,095;;3,753875;5,44
3,735715;5,08;;3,815132;5,1;;3,75173;5,44
3,746147;5,095;;3,811318;5,1;;3,762898;5,44
3,747848;5,11;;3,817369;5,105;;3,756893;5,445
3,763825;5,125;;3,816848;5,105;;3,763035;5,45
3,776126;5,14;;3,819054;5,11;;3,756494;5,45
3,784842;5,155;;3,819636;5,11;;3,772365;5,455
3,79051;5,17;;3,820724;5,115;;3,777267;5,465
3,804343;5,18;;3,819376;5,115;;3,787285;5,475
3,810486;5,195;;3,823435;5,125;;3,783593;5,48
3,827551;5,215;;3,837023;5,135;;3,792907;5,49
3,831197;5,23;;3,836671;5,145;;3,798483;5,5
3,846975;5,24;;3,85248;5,155;;3,797533;5,505
3,854099;5,255;;3,855513;5,165;;3,821431;5,525
3,859613;5,275;;3,869116;5,18;;3,838465;5,545
3,888796;5,3;;3,861456;5,18;;3,851134;5,565
3,910579;5,325;;3,869085;5,185;;3,862546;5,585
3,926219;5,355;;3,878368;5,195;;3,885065;5,61
3,943805;5,375;;3,893151;5,21;;3,896615;5,63
3,960686;5,4;;3,897701;5,225;;3,917111;5,65
3,97841;5,425;;3,919836;5,24;;3,925828;5,67
3,992917;5,445;;3,944162;5,28;;3,947979;5,69
4,000209;5,465;;3,976332;5,32;;3,952084;5,71
4,021747;5,485;;3,998192;5,355;;3,969578;5,725
4,030923;5,505;;4,017493;5,39;;3,983288;5,75
4,046533;5,525;;4,047763;5,42;;3,999542;5,77
4,051098;5,54;;4,07166;5,455;;4,012823;5,795
4,067045;5,56;;4,099724;5,49;;4,024343;5,815
4,077063;5,575;;4,118122;5,525;;4,04922;5,84
4,091279;5,59;;4,14663;5,555;;4,055578;5,86
4,095047;5,605;;4,159774;5,59;;4,077361;5,885
4,107731;5,62;;4,187715;5,62;;4,083228;5,905
4,11392;5,635;;4,204198;5,65;;4,102882;5,93
4,125578;5,645;;4,227146;5,675;;4,11454;5,95
4,131628;5,66;;4,23767;5,705;;4,123532;5,96
4,141356;5,675;;4,256343;5,73;;4,125094;5,975
4,146197;5,685;;4,276717;5,75;;4,140015;5,985
4,156828;5,695;;4,292434;5,775;;4,14317;5,995
4,162603;5,705;;4,299894;5,795;;4,146479;6,005
4,169251;5,72;;4,3182;5,815;;4,158933;6,025
4,172974;5,73;;4,325599;5,83;;4,170208;6,04
4,173908;5,74;;4,33787;5,845;;4,177821;6,055
4,183237;5,745;;4,343369;5,86;;4,178909;6,065
4,188936;5,755;;4,353939;5,875;;4,181804;6,075
4,192153;5,765;;4,358856;5,885;;4,189617;6,08
4,191418;5,77;;4,354123;5,895;;4,207616;6,1
4,20211;5,78;;4,36359;5,9;;4,212687;6,115
4,196396;5,785;;4,36699;5,905;;4,217236;6,12
4,20882;5,79;;4,370192;5,915;;4,211844;6,125
4,209555;5,8;;4,375477;5,92;;4,227868;6,135
4,22086;5,81;;4,376549;5,93;;4,232371;6,15
4,223005;5,82;;4,379429;5,935;;4,248196;6,165
4,232196;5,825;;4,3792;5,935;;4,259838;6,18
4,234279;5,835;;4,374006;5,94;;4,266394;6,195
4,246688;5,845;;4,380364;5,945;;4,275126;6,215
4,249782;5,86;;4,380731;5,945;;4,291364;6,23
4,261041;5,87;;4,382662;5,95;;4,296542;6,245
4,267567;5,88;;4,379613;5,95;;4,310574;6,26
4,275992;5,89;;4,383136;5,955;;4,342605;6,3
4,282932;5,905;;4,381344;5,96;;4,369306;6,335
4,294758;5,915;;4,381635;5,96;;4,397783;6,375
4,300165;5,93;;4,378342;5,96;;4,420455;6,415
4,312865;5,94;;4,381268;5,965;;4,451904;6,45
4,320784;5,955;;4,372291;5,965;;4,476231;6,485
4,32921;5,97;;4,375998;5,965;;4,495134;6,52
4,338493;5,98;;4,385587;5,97;;4,519261;6,55
4,343717;5,995;;4,392328;5,98;;4,537184;6,58
4,358116;6,01;;4,395637;5,985;;4,556164;6,61
4,36789;6,025;;4,394901;5,995;;4,575802;6,64
4,375212;6,035;;4,411537;6,005;;4,586694;6,665
4,386073;6,055;;4,420055;6,015;;4,610162;6,69
4,401009;6,07;;4,426335;6,025;;4,623643;6,715
4,407075;6,09;;4,43496;6,035;;4,642225;6,74
4,425365;6,105;;4,439647;6,045;;4,653545;6,77
4,438463;6,125;;4,44291;6,055;;4,680384;6,795
4,453429;6,145;;4,45443;6,065;;4,689054;6,82
4,461303;6,165;;4,463208;6,075;;4,704618;6,84
4,478261;6,18;;4,474911;6,09;;4,704603;6,855
4,489337;6,2;;4,472338;6,1;;4,71482;6,865
4,505161;6,22;;4,492711;6,115;;4,716505;6,875
4,514904;6,24;;4,494688;6,125;;4,722188;6,885
4,530008;6,255;;4,504921;6,135;;4,721423;6,895
4,541374;6,275;;4,507463;6,15;;4,723491;6,9
4,57696;6,32;;4,522828;6,16;;4,729113;6,91
4,608271;6,365;;4,528389;6,17;;4,739024;6,92
4,640456;6,405;;4,543049;6,185;;4,731947;6,925
4,670098;6,445;;4,549575;6,2;;4,737844;6,93
4,690043;6,485;;4,560512;6,215;;4,731747;6,935
4,724188;6,525;;4,584333;6,24;;4,72925;6,94
4,745681;6,56;;4,60319;6,265;;4,729817;6,945
4,77065;6,595;;4,618295;6,29;;4,737523;6,945
4,790886;6,63;;4,64089;6,32;;4,735929;6,95
4,816423;6,66;;4,657174;6,345;;4,732912;6,95
4,832615;6,69;;4,677364;6,37;;4,73426;6,955
4,85596;6,72;;4,690982;6,395;;4,734382;6,955
4,870988;6,745;;4,721375;6,425;;4,726279;6,96
4,888022;6,77;;4,748228;6,47;;4,734842;6,96
4,898684;6,79;;4,782067;6,51;;4,727443;6,965
4,9146;6,81;;4,811709;6,555;;4,73547;6,965
4,924404;6,83;;4,836602;6,595;;4,731701;6,97
4,936322;6,85;;4,861618;6,63;;4,729863;6,97
4,939003;6,865;;4,882804;6,665;;4,739116;6,975
4,952606;6,88;;4,914299;6,7;;4,7374;6,98
4,963406;6,895;;4,933141;6,735;;4,73933;6,985
4,975416;6,915;;4,955905;6,765;;4,747097;6,99
4,984408;6,93;;4,978515;6,795;;4,752933;7
4,997153;6,95;;4,995182;6,82;;4,766797;7,015
5,005425;6,965;;5,009597;6,845;;4,77081;7,03
5,014295;6,975;;5,023491;6,87;;4,791552;7,05
5,020943;6,99;;5,039729;6,895;;4,806151;7,07
5,016715;7;;5,0482;6,915;;4,819708;7,085
5,028021;7,01;;5,059521;6,93;;4,827643;7,105
5,027684;7,015;;5,071668;6,945;;4,847419;7,125
5,035573;7,02;;5,07605;6,96;;4,858112;7,145
5,035787;7,03;;5,094968;6,985;;4,873354;7,16
5,038284;7,035;;5,10465;7,005;;4,885134;7,18
5,037181;7,04;;5,130278;7,03;;4,897849;7,195
5,039188;7,04;;5,136712;7,05;;4,905186;7,21
5,035787;7,045;;5,156121;7,07;;4,921715;7,23
5,038483;7,045;;5,163627;7,09;;4,937141;7,255
5,036063;7,05;;5,177199;7,11;;4,956856;7,29
5,034883;7,05;;5,18011;7,125;;4,984308;7,325
5,032616;7,05;;5,193759;7,135;;5,007393;7,355
5,014984;7,055;;5,195612;7,15;;5,029008;7,39
4,973409;7,055;;5,204666;7,16;;5,048263;7,42
4,950952;7,055;;5,206213;7,17;;5,066202;7,445
4,937395;7,055;;5,217901;7,18;;5,077706;7,475
4,932876;7,055;;5,218116;7,19;;5,102614;7,5
4,953127;7,055;;5,225469;7,2;;5,109523;7,525
4,98476;7,055;;5,224366;7,205;;5,1329;7,55
5,001917;7,055;;5,230646;7,21;;5,143837;7,57
4,999972;7,055;;5,227613;7,215;;5,161745;7,595
5,00829;7,055;;5,233174;7,22;;5,173387;7,615
5,015857;7,06;;5,229191;7,225;;5,190268;7,635
5,029935;7,065;;5,220276;7,225;;5,201834;7,655
5,030502;7,075;;5,098185;7,225;;5,209601;7,675
5,037794;7,08;;5,040326;7,225;;5,225042;7,69
5,059041;7,105;;5,010102;7,225;;5,234876;7,71
5,078909;7,125;;4,994355;7,225;;5,247806;7,725
5,085221;7,14;;5,018849;7,225;;5,255036;7,745
5,080518;7,145;;5,024303;7,225;;5,26029;7,76
5,093937;7,155;;5,015632;7,225;;5,271565;7,775
5,093569;7,16;;4,950543;7,225;;5,28503;7,79
5,103986;7,165;;5,034229;7,225;;5,283299;7,805
5,101566;7,175;;5,144065;7,225;;5,290361;7,815
5,115644;7,185;;5,200851;7,225;;5,297193;7,825
5,113377;7,19;;5,218284;7,23;;5,305879;7,835
5,129798;7,2;;5,219586;7,235;;5,307824;7,845
5,127026;7,21;;5,222727;7,24;;5,308422;7,855
5,141732;7,22;;5,184767;7,245;;5,3153;7,865
5,148257;7,235;;5,208924;7,245;;5,317828;7,87
5,159884;7,245;;5,23512;7,255;;5,325747;7,88
5,16474;7,26;;5,236958;7,27;;5,328689;7,89
5,178757;7,27;;5,251174;7,285;;5,33189;7,895
5,188791;7,285;;5,266002;7,3;;5,331798;7,9
5,201751;7,3;;5,280892;7,315;;5,333422;7,905
5,206806;7,315;;5,290956;7,33;;5,33405;7,91
5,224974;7,335;;5,303931;7,345;;5,337114;7,915
5,236417;7,35;;5,31274;7,36;;5,336287;7,92
5,241625;7,37;;5,320154;7,375;;5,341648;7,93
5,258767;7,385;;5,335764;7,39;;5,352157;7,94
5,272462;7,4;;5,350179;7,41;;5,354271;7,95
5,279891;7,415;;5,360488;7,425;;5,361946;7,96
5,286831;7,43;;5,361775;7,44;;5,368395;7,97
5,304984;7,45;;5,368668;7,445;;5,379057;7,98
5,308599;7,465;;5,386377;7,465;;5,390347;8
5,331439;7,48;;5,066644;7,545;;5,399002;8,015
5,33893;7,5;;5,088902;7,595;;5,407335;8,03
5,353636;7,515;;5,134246;7,65;;5,427234;8,05
5,36154;7,535;;5,171776;7,71;;5,435644;8,065
5,379923;7,555;;5,221072;7,765;;5,447363;8,08
5,391335;7,57;;5,259109;7,815;;5,449339;8,095
5,404892;7,59;;5,293453;7,865;;5,468748;8,11
5,413915;7,605;;5,340038;7,92;;5,479211;8,125
5,422203;7,625;;5,38846;7,98;;5,482029;8,14
5,443695;7,645;;5,428105;8,035;;5,498359;8,155
5,451216;7,66;;5,487006;8,115;;5,4977;8,17
5,459672;7,675;;5,532824;8,19;;5,518258;8,19
5,471744;7,69;;5,585214;8,26;;5,527281;8,21
5,483677;7,71;;5,628934;8,325;;5,547211;8,23
5,493159;7,725;;5,676192;8,39;;5,5551;8,25
5,501569;7,735;;5,715117;8,455;;5,565654;8,27
5,513135;7,755;;5,753935;8,515;;5,583884;8,29
5,526631;7,77;;5,791481;8,57;;5,600259;8,31
5,525666;7,785;;5,827312;8,625;;5,60991;8,33
5,545626;7,8;;5,861626;8,675;;5,617845;8,35
5,560301;7,83;;5,898866;8,735;;5,632812;8,37
5,440555;7,915;;5,929779;8,785;;5,645113;8,39
5,496315;7,985;;5,957123;8,835;;5,668351;8,415
5,547556;8,06;;5,979902;8,87;;5,681342;8,44
5,610148;8,145;;5,991759;8,905;;5,700199;8,46
5,673078;8,23;;6,016085;8,935;;5,702573;8,475
5,727398;8,31;;6,021814;8,96;;5,714262;8,49
5,783158;8,39;;6,040871;8,985;;5,720818;8,505
5,836973;8,465;;6,040457;9;;5,720711;8,515
5,888414;8,54;;6,05573;9,02;;5,733946;8,53
5,935718;8,61;;6,058732;9,03;;5,735172;8,54
5,97786;8,675;;6,058931;9,04;;5,748085;8,55
6,006092;8,735;;6,053769;9,045;;5,75;8,56
6,046947;8,79;;6,058839;9,045;;5,759314;8,57
6,081047;8,84;;6,052053;9,05;;5,763848;8,58
6,106308;8,885;;6,047825;9,055;;5,769761;8,59
6,139871;8,935;;6,033288;9,055;;5,77857;8,6
6,16435;8,98;;6,015411;9,055;;5,783732;8,61
6,181844;9,02;;5,988235;9,055;;5,783334;8,62
6,206339;9,05;;5,970496;9,055;;5,788374;8,63
6,219758;9,08;;5,949816;9,055;;5,806833;8,645
6,23906;9,105;;5,93946;9,055;;5,81944;8,665
6,235644;9,12;;5,929917;9,055;;5,838037;8,69
6,241204;9,13;;5,928462;9,055;;5,854306;8,715
6,238707;9,14;;5,925015;9,055;;5,87232;8,735
6,226805;9,14;;5,928033;9,055;;5,88433;8,76
6,223664;9,14;;5,944301;9,055;;5,908794;8,79
6,19367;9,14;;5,952389;9,055;;5,917434;8,815
6,144543;9,14;;5,953768;9,055;;5,94317;8,84
6,102616;9,14;;5,953385;9,055;;5,956865;8,865
6,065269;9,14;;5,956786;9,055;;5,963191;8,88
6,027018;9,14;;5,947932;9,055;;5,972229;8,895
6,009478;9,14;;5,954197;9,055;;5,97056;8,91
5,990743;9,14;;5,947763;9,055;;5,987012;8,925
5,987786;9,14;;5,952803;9,055;;5,9915;8,94
5,978626;9,14;;5,947503;9,055;;5,961598;8,94
5,978197;9,14;;5,976057;9,055;;5,950998;8,94
5,973295;9,14;;5,994179;9,06;;5,947107;8,94
5,974459;9,14;;5,999954;9,065;;5,973011;8,945
5,970124;9,14;;5,999234;9,07;;5,961705;8,945
5,967979;9,14;;6,0072;9,075;;5,951059;8,945
5,896977;9,14;;6,012669;9,085;;5,94726;8,945
5,911453;9,14;;6,016238;9,09;;5,9648;8,95
5,951021;9,14;;6,017448;9,1;;5,961491;8,95
5,972559;9,14;;6,025031;9,105;;5,972459;8,955
5,974122;9,14;;6,031909;9,115;;5,962594;8,96
6,01487;9,14;;6,040227;9,125;;5,968047;8,96
6,051512;9,14;;6,041698;9,14;;5,97272;8,965
6,061684;9,14;;6,052436;9,15;;5,980241;8,97
6,074107;9,14;;6,06417;9,16;;5,983259;8,98
6,071656;9,14;;6,064048;9,175;;5,999083;9
6,079592;9,14;;6,080807;9,185;;5,997919;9,005
6,126283;9,145;;6,086674;9,2;;6,039632;9,04
6,133207;9,15;;6,100935;9,215;;6,066715;9,08
6,141694;9,155;;6,056634;9,22;;6,095055;9,12
6,14776;9,155;;6,075568;9,22;;6,129216;9,16
6,154914;9,16;;6,074786;9,22;;6,147338;9,2
6,15303;9,165;;6,090733;9,22;;6,177041;9,235
6,162328;9,17;;6,085341;9,225;;6,210359;9,27
6,149951;9,17;;6,096156;9,23;;6,234716;9,31
6,172316;9,18;;6,085877;9,235;;6,255718;9,365
6,180083;9,19;;6,081971;9,235;;6,064157;9,41
6,182181;9,195;;6,093138;9,24;;6,113897;9,455
6,186961;9,2;;6,09565;9,24;;6,134118;9,495
6,189534;9,205;;6,105454;9,25;;6,167314;9,535
6,200365;9,215;;6,104566;9,255;;6,187213;9,575
6,198006;9,23;;6,098638;9,255;;6,210926;9,615
6,20833;9,235;;6,106282;9,26;;6,243846;9,66
6,208882;9,24;;6,1074;9,265;;6,272645;9,7
6,215254;9,24;;6,111873;9,27;;6,298304;9,74
6,217001;9,25;;6,119471;9,28;;6,317637;9,77
6,058053;9,275;;6,125262;9,29;;6,343234;9,81
6,074858;9,295;;6,131741;9,3;;6,361142;9,85
6,082349;9,315;;6,145207;9,315;;6,390876;9,885
6,107073;9,34;;6,155914;9,335;;6,413333;9,92
6,118869;9,365;;6,171402;9,35;;6,434105;9,955
6,140177;9,39;;6,184193;9,375;;6,44443;9,99
6,163278;9,425;;6,194947;9,395;;6,471804;10,025
6,191173;9,465;;6,219809;9,42;;6,478453;10,045
6,211655;9,5;;6,233611;9,445;;6,476308;10,055
6,235628;9,54;;6,255456;9,475;;6,473474;10,065
6,264872;9,575;;6,270989;9,505;;6,463839;10,07
6,29528;9,62;;6,301458;9,54;;6,470564;10,075
6,326484;9,67;;6,330839;9,58;;6,468603;10,08
6,358715;9,72;;6,359409;9,62;;6,468496;10,085
6,391987;9,765;;6,383658;9,665;;6,462843;10,09
6,430422;9,825;;6,413683;9,705;;6,462812;10,09
6,487944;9,905;;6,446235;9,755;;6,468817;10,1
6,537301;9,98;;6,490675;9,81;;6,468174;10,105
6,589109;10,055;;6,521113;9,865;;6,469982;10,115
6,636153;10,125;;6,560008;9,915;;6,47614;10,12
6,673975;10,185;;6,585927;9,96;;6,493144;10,14
6,712241;10,245;;6,624347;10,005;;6,49777;10,155
6,744058;10,305;;6,651062;10,055;;6,497234;10,165
6,783657;10,355;;6,688195;10,105;;6,511679;10,18
6,804735;10,405;;6,712383;10,145;;6,514942;10,19
6,83237;10,445;;6,734044;10,19;;6,522739;10,205
6,857907;10,485;;6,766321;10,23;;6,531241;10,22
6,881957;10,52;;6,786833;10,27;;6,540662;10,235
6,892757;10,555;;6,816612;10,305;;6,547602;10,25
6,904537;10,57;;6,840326;10,34;;6,554082;10,27
6,904506;10,585;;6,862109;10,37;;6,56171;10,285
6,911875;10,595;;6,869784;10,4;;6,558493;10,295
6,910052;10,605;;6,893267;10,43;;6,581671;10,31
6,911262;10,615;;6,902857;10,455;;6,590709;10,335
6,905763;10,615;;6,909291;10,47;;6,61217;10,36
6,892711;10,62;;6,910286;10,48;;6,643298;10,4
6,756068;10,62;;6,914928;10,485;;6,675054;10,45
6,663175;10,62;;6,911588;10,495;;6,7001;10,485
6,619547;10,62;;6,912952;10,5;;6,726448;10,525
6,596431;10,62;;6,911083;10,505;;6,747588;10,56
6,595129;10,62;;6,913243;10,51;;6,775591;10,6
6,595619;10,62;;6,822786;10,51;;6,797236;10,635
6,793415;10,62;;6,75546;10,51;;6,813658;10,67
6,802928;10,62;;6,713594;10,51;;6,839623;10,71
6,792312;10,62;;6,698979;10,51;;6,858971;10,745
6,785143;10,62;;6,688486;10,51;;6,888628;10,78
6,786047;10,62;;6,726599;10,51;;6,90891;10,815
6,775568;10,62;;6,732619;10,51;;6,927982;10,845
6,7826;10,62;;6,733845;10,51;;6,940696;10,88
6,77278;10,62;;6,799302;10,51;;6,962832;10,905
6,78211;10,62;;6,88066;10,515;;6,97835;10,935
6,77926;10,62;;6,888457;10,52;;6,990497;10,96
6,783641;10,62;;6,892762;10,53;;6,996104;10,985
6,773868;10,62;;6,900789;10,54;;7,016815;11,01
6,815933;10,62;;6,897434;10,58;;7,017826;11,03
6,814861;10,625;;6,615554;10,6;;7,02763;11,04
6,818706;10,625;;6,623458;10,625;;7,028059;11,055
6,822352;10,625;;6,634825;10,655;;7,031383;11,065
6,82465;10,63;;6,662506;10,695;;7,031981;11,075
6,836905;10,635;;6,700864;10,74;;7,032884;11,08
6,843645;10,645;;6,731195;10,785;;7,036255;11,09
6,852193;10,65;;6,775129;10,835;;7,037204;11,1
6,857095;10,66;;6,826937;10,915;;7,034784;11,105
6,86045;10,665;;6,895197;11;;7,039717;11,11
6,868814;10,685;;6,955553;11,095;;7,041325;11,12
6,88643;10,7;;7,022251;11,19;;7,039977;11,125
6,891302;10,715;;7,079926;11,28;;7,039946;11,13
6,90662;10,73;;7,140114;11,365;;7,032011;11,135
6,912733;10,745;;7,194955;11,45;;7,040054;11,14
6,932923;10,77;;7,247789;11,53;;7,040452;11,145
6,945331;10,785;;7,295829;11,605;;7,042076;11,15
6,960251;10,805;;7,337603;11,675;;7,037495;11,155
6,965153;10,825;;7,372377;11,73;;7,040636;11,16
6,981851;10,84;;7,043697;11,825;;7,030234;11,165
6,99409;10,86;;7,096271;11,9;;7,038108;11,165
7,011845;10,885;;7,144939;11,975;;7,058589;11,185
7,021848;10,905;;7,181857;12,03;;7,076604;11,205
7,037688;10,935;;7,209094;12,08;;7,083881;11,225
6,897215;10,965;;7,247115;12,13;;7,09563;11,24
6,921878;11;;7,269358;12,175;;7,107762;11,26
6,93833;11,035;;7,301834;12,22;;7,119665;11,28
6,96425;11,075;;7,322146;12,26;;7,12734;11,295
6,988346;11,115;;7,352922;12,3;;7,139457;11,31
7,018784;11,16;;7,367015;12,335;;7,158314;11,33
7,040782;11,2;;7,388783;12,37;;7,179454;11,37
7,06376;11,245;;7,401758;12,4;;7,211103;11,41
7,099713;11,29;;7,419053;12,425;;7,237007;11,45
7,123258;11,335;;7,428658;12,45;;7,26046;11,48
7,154539;11,375;;7,435107;12,475;;7,276759;11,515
7,171528;11,415;;7,445125;12,495;;7,300059;11,545
7,204815;11,455;;7,45522;12,515;;7,305313;11,57
7,242622;11,515;;7,459173;12,53;;7,311992;11,585
7,278391;11,57;;7,464595;12,545;;7,310552;11,595
7,309596;11,62;;7,464672;12,56;;7,322516;11,605
7,344032;11,675;;7,472423;12,57;;7,322072;11,62
7,366551;11,72;;7,471795;12,585;;7,330451;11,63
7,404817;11,77;;7,474476;12,595;;7,333408;11,64
7,429204;11,815;;7,475901;12,605;;7,335215;11,65
7,451937;11,86;;7,466526;12,615;;7,339122;11,66
7,481625;11,905;;7,471734;12,62;;7,347087;11,67
7,51044;11,94;;7,463155;12,62;;7,349554;11,68
7,532346;11,98;;7,468777;12,625;;7,028243;11,725
7,551034;12,015;;7,461884;12,63;;7,060841;11,76
7,568161;12,045;;7,463186;12,63;;7,079591;11,79
7,582392;12,075;;7,455144;12,635;;7,096871;11,825
7,592671;12,1;;7,460475;12,64;;7,117873;11,86
7,601602;12,12;;7,452877;12,64;;7,142567;11,895
7,616047;12,14;;7,459387;12,645;;7,177034;11,945
7,624013;12,16;;7,461608;12,655;;7,21239;12
7,627521;12,175;;7,465821;12,66;;7,243441;12,055
7,635165;12,19;;7,464289;12,67;;7,280696;12,11
7,638167;12,2;;7,472714;12,68;;7,309817;12,16
7,638857;12,21;;7,4706;12,685;;7,348589;12,215
7,640358;12,22;;7,475747;12,69;;7,381524;12,27
7,631213;12,225;;7,476835;12,7;;7,415072;12,32
7,637892;12,235;;7,479715;12,705;;7,438739;12,365
7,633158;12,24;;7,479041;12,715;;7,470602;12,42
7,634675;12,24;;7,482871;12,72;;7,508899;12,47
7,626387;12,245;;7,483254;12,73;;7,538434;12,52
7,61882;12,245;;7,498925;12,74;;7,566023;12,565
7,618988;12,25;;7,509847;12,765;;7,589522;12,615
7,616721;12,25;;7,524032;12,785;;7,62474;12,66
7,609001;12,25;;7,532151;12,81;;7,646814;12,705
7,601142;12,25;;7,539167;12,83;;7,675016;12,75
7,598277;12,25;;7,309585;12,88;;7,699051;12,79
7,588657;12,25;;7,332655;12,925;;7,72209;12,83
7,594233;12,25;;7,348587;12,955;;7,743261;12,87
7,585471;12,25;;7,378504;13;;7,765151;12,905
7,586987;12,25;;7,405649;13,045;;7,780286;12,94
7,581595;12,25;;7,435245;13,085;;7,798669;12,97
7,584062;12,25;;7,45931;13,125;;7,810158;12,995
7,580263;12,25;;7,48667;13,165;;7,815075;13,02
7,578256;12,25;;7,514458;13,21;;7,830057;13,045
7,575682;12,255;;7,541679;13,25;;7,839968;13,065
7,573032;12,255;;7,568104;13,29;;7,848378;13,085
7,586773;12,265;;7,592859;13,335;;7,849941;13,105
7,606779;12,28;;7,621934;13,38;;7,859101;13,125
7,600698;12,29;;7,643427;13,42;;7,860725;13,14
7,612279;12,295;;7,667431;13,46;;7,870238;13,155
7,610716;12,3;;7,689827;13,505;;7,868063;13,165
7,615113;12,31;;7,71616;13,545;;7,875293;13,18
7,62939;12,325;;7,731218;13,585;;7,876672;13,19
7,637601;12,34;;7,762101;13,62;;7,87612;13,2
7,642074;12,35;;7,778216;13,655;;7,871892;13,205
7,650882;12,36;;7,800352;13,69;;7,881114;13,215
7,663734;12,38;;7,811152;13,725;;7,880241;13,225
7,683572;12,405;;7,8322;13,755;;7,88378;13,23
7,700331;12,43;;7,848621;13,79;;7,883719;13,24
7,713306;12,455;;7,869654;13,82;;7,889846;13,245
7,733159;12,48;;7,878799;13,85;;7,861108;13,25
7,739869;12,5;;7,901456;13,875;;7,847183;13,25
7,77213;12,535;;7,910049;13,905;;7,847459;13,25
7,787755;12,565;;7,928172;13,93;;7,821371;13,25
7,812372;12,595;;7,939615;13,96;;7,819564;13,25
7,827017;12,625;;7,955393;13,985;;7,812701;13,25
7,850439;12,655;;7,964523;14,005;;7,856512;13,255
7,86176;12,68;;7,976977;14,03;;7,860296;13,26
7,882731;12,71;;7,985939;14,055;;7,867358;13,27
7,897024;12,735;;8,000062;14,075;;7,871755;13,275
7,922101;12,77;;8,011061;14,1;;7,881038;13,29
7,940468;12,8;;8,021218;14,12;;7,885373;13,305
7,956644;12,83;;8,029245;14,14;;7,893798;13,315
7,971458;12,855;;8,031757;14,16;;7,901902;13,33
7,992199;12,885;;8,049297;14,18;;7,903265;13,345
8,003734;12,91;;8,04994;14,2;;7,913805;13,36
8,017735;12,935;;8,065933;14,22;;7,92606;13,375
7,910903;12,97;;8,073853;14,235;;7,929093;13,39
7,928213;13;;8,082738;14,255;;7,932111;13,4
7,942949;13,03;;8,081573;14,27;;7,949865;13,42
7,952462;13,06;;8,09533;14,285;;7,959776;13,44
7,973219;13,09;;8,098256;14,3;;7,978894;13,46
7,987956;13,12;;8,10806;14,315;;7,985895;13,485
8,014779;13,16;;8,110771;14,33;;8,007785;13,51
8,033085;13,195;;8,120698;14,345;;8,018707;13,535
8,058698;13,23;;8,118507;14,36;;8,034486;13,555
8,07417;13,265;;8,131252;14,37;;8,044397;13,58
8,096489;13,295;;8,131497;14,385;;8,065613;13,605
8,111639;13,33;;8,141026;14,395;;8,078542;13,63
8,133545;13,36;;8,144656;14,41;;8,089312;13,655
8,147562;13,39;;8,144564;14,42;;8,110053;13,685
8,167645;13,42;;8,151366;14,435;;8,126306;13,71
8,18399;13,45;;8,158474;14,445;;8,141671;13,74
8,199171;13,475;;8,166133;14,46;;8,148993;13,765
8,20441;13,505;;8,178633;14,48;;8,164297;13,785
8,226898;13,53;;8,19337;14,505;;8,183507;13,815
8,238724;13,555;;8,205226;14,525;;8,210667;13,85
8,244147;13,58;;8,212534;14,545;;8,233553;13,885
8,260247;13,6;;8,220775;14,565;;8,252916;13,92
8,267891;13,625;;8,232203;14,585;;8,265309;13,955
8,283026;13,645;;8,235037;14,6;;8,288486;13,985
8,291619;13,665;;8,247353;14,62;;8,303652;14,015
8,304732;13,685;;8,252194;14,635;;8,322095;14,045
8,306402;13,705;;8,263744;14,65;;8,335591;14,075
8,324953;13,725;;8,264035;14,665;;8,353223;14,1
8,329687;13,745;;8,278465;14,68;;8,366566;14,13
8,343489;13,765;;8,231467;14,7;;8,380429;14,155
8,351531;13,785;;8,254706;14,725;;8,395273;14,18
8,361565;13,8;;8,266471;14,755;;8,408141;14,205
8,367432;13,82;;8,28853;14,785;;8,417807;14,23
8,370205;13,835;;8,301336;14,81;;8,43164;14,255
8,383348;13,855;;8,314526;14,83;;8,441965;14,28
